place_id,restaurant_name,locality,address,lat,lon,rating,review_count,price_range,business_tags,opening_hours,business_status,price_range_missing,business_type,cuisine_type
ChIJHeZI4TnBwjsRHlZu56vdGlQ,Subway Town Square,Viman Nagar,"B18 & B19, Town Square Shopping Centre, New Airport Road , Viman Nagar, next to Dorabjee's, Mhada Colony, Viman Nagar, Pune, Maharashtra 411014, India",18.568572,73.90773300000001,4.0,830.0,2.0,meal_delivery,Monday: 7:00 AM – 12:00 AM | Tuesday: 7:00 AM – 12:00 AM | Wednesday: 7:00 AM – 12:00 AM | Thursday: 7:00 AM – 12:00 AM | Friday: 7:00 AM – 12:00 AM | Saturday: 7:00 AM – 12:00 AM | Sunday: 7:00 AM – 12:00 AM,OPERATIONAL,False,Delivery,Unknown
ChIJeWhQaEHBwjsRUQBlJP_xR8E,Chaat Bazaar,Viman Nagar,"20, Viman Nagar Rd, near Keventers, Clover Park, Viman Nagar, Pune, Maharashtra 411014, India",18.5623527,73.9174393,3.2,375.0,2.0,restaurant,Monday: 10:00 AM – 9:30 PM | Tuesday: 10:00 AM – 9:30 PM | Wednesday: 10:00 AM – 9:30 PM | Thursday: 10:00 AM – 9:30 PM | Friday: 10:00 AM – 9:30 PM | Saturday: 10:00 AM – 9:30 PM | Sunday: 10:00 AM – 9:30 PM,OPERATIONAL,False,Restaurant,Unknown
ChIJ-ZUq24vBwjsRzkJhR0J85jo,The Waffles Hut,Viman Nagar,"1st Floor, Phoenix Marketcity, 207, Pune Nagar Rd, opp. Westside, Clover Park, Viman Nagar, Pune, Maharashtra 411014, India",18.5619227,73.9169343,3.9,180.0,Unknown,restaurant,,CLOSED_TEMPORARILY,True,Restaurant,Unknown
ChIJA0eFbjnBwjsRY55Z-Dn9Ckc,"CAFE PETER, Viman Nagar",Viman Nagar,"Anand Square, Opposite Symbosis International College, New Airport Rd, Sakore Nagar, Viman Nagar, Pune, Maharashtra 411014, India",18.5648767,73.9078533,4.2,5357.0,2.0,cafe,Monday: 7:00 AM – 1:00 AM | Tuesday: 7:00 AM – 1:00 AM | Wednesday: 7:00 AM – 1:00 AM | Thursday: 7:00 AM – 1:00 AM | Friday: 7:00 AM – 1:00 AM | Saturday: 7:00 AM – 1:00 AM | Sunday: 7:00 AM – 1:00 AM,OPERATIONAL,False,Cafe,Cafe
ChIJ2QCa6kPBwjsRBBoTG4_ei90,Aubergine - Parc Estique,Viman Nagar,"Parc Estique, Pune Nagar Rd, near GIGA SPACE IT PARK, Clover Park, Viman Nagar, Pune, Maharashtra 411014, India",18.5627522,73.9196963,3.8,159.0,Unknown,restaurant,Monday: 7:00 AM – 11:00 PM | Tuesday: 7:00 AM – 11:00 PM | Wednesday: 7:00 AM – 11:00 PM | Thursday: 7:00 AM – 11:00 PM | Friday: 7:00 AM – 11:00 PM | Saturday: 7:00 AM – 11:00 PM | Sunday: 7:00 AM – 11:00 PM,OPERATIONAL,True,Restaurant,Unknown
ChIJeX0GZznBwjsRPSTQjMBgooM,Eatsome,Viman Nagar,"Shop No, 4, New Airport Rd, Near Symbiosis College, Sakore Nagar, Viman Nagar, Pune, Maharashtra 411014, India",18.5646723,73.9071067,3.9,610.0,2.0,restaurant,Monday: 11:00 AM – 11:00 PM | Tuesday: 11:00 AM – 11:00 PM | Wednesday: 11:00 AM – 11:00 PM | Thursday: 11:00 AM – 11:00 PM | Friday: 11:00 AM – 11:00 PM | Saturday: 11:00 AM – 11:00 PM | Sunday: 11:00 AM – 11:00 PM,OPERATIONAL,False,Restaurant,Unknown
ChIJc_-QeEHBwjsRNbCQyupMZiI,Rude Lounge,Viman Nagar,"Terrace, 6th Floor, Trade Net Building, Pune Nagar Rd, next to Phoenix Marketcity, next to phonix mall, Clover Park, Viman Nagar, Pune, Maharashtra 411014, India",18.5612133,73.9179267,3.9,3874.0,3.0,bar,Monday: 2:00 PM – 1:00 AM | Tuesday: 2:00 PM – 1:00 AM | Wednesday: 1:00 PM – 1:00 AM | Thursday: 2:00 PM – 1:00 AM | Friday: 2:00 PM – 1:00 AM | Saturday: 2:00 PM – 1:00 AM | Sunday: 1:00 PM – 1:00 AM,OPERATIONAL,False,Bar,Unknown
ChIJ1WTbxkPBwjsRsg_XdLyw5Z0,Blinque,Viman Nagar,"Hotel Parc Estique, Giga Space IT Park Internal Rd, opposite Inorbit Mall, Clover Park, Viman Nagar, Pune, Maharashtra 411014, India",18.5622609,73.919595,3.8,24.0,Unknown,bar,Monday: 11:00 AM – 7:00 PM | Tuesday: 11:00 AM – 7:00 PM | Wednesday: 11:00 AM – 7:00 PM | Thursday: 11:00 AM – 7:00 PM | Friday: 11:00 AM – 7:00 PM | Saturday: 11:00 AM – 7:00 PM | Sunday: 11:00 AM – 7:00 PM,OPERATIONAL,True,Bar,Unknown
ChIJy4EccUDBwjsRJLF3bm7ap-o,Spice It- ibis Pune Viman Nagar,Viman Nagar,"ibis Pune Viman Nagar, Survey No 32, Pune Nagar Rd, Sakore Nagar, Viman Nagar, Pune, Maharashtra 411014, India",18.5597462,73.9129619,3.8,128.0,Unknown,restaurant,Monday: 6:30 AM – 11:00 PM | Tuesday: 6:30 AM – 11:00 PM | Wednesday: 6:30 AM – 11:00 PM | Thursday: 6:30 AM – 11:00 PM | Friday: 6:30 AM – 11:00 PM | Saturday: 6:30 AM – 11:00 PM | Sunday: 6:30 AM – 11:00 PM,OPERATIONAL,True,Restaurant,Unknown
ChIJoV6w5DG_wjsR7m1VYLGPQNI,"Domino's Pizza | Sakore Nagar, Pune",Viman Nagar,"Ashoka Plaza, S.No.32, Hissa No.2, Ground Floor, Shop No 1-5, Village Wadgoanshree, Sakore Nagar, Viman Nagar, Pune, Maharashtra 411014, India",18.559775,73.912596,3.7,2390.0,2.0,meal_delivery,Monday: 11:00 AM – 3:00 AM | Tuesday: 11:00 AM – 3:00 AM | Wednesday: 11:00 AM – 3:00 AM | Thursday: 11:00 AM – 3:00 AM | Friday: 11:00 AM – 3:00 AM | Saturday: 11:00 AM – 3:00 AM | Sunday: 11:00 AM – 3:00 AM,OPERATIONAL,False,Delivery,Italian
ChIJS7wDgj_BwjsR29Lo9q6K27U,Pune 14,Viman Nagar,"Hyatt Regency Pune Hotel & Residences Weikfield IT Park, Pune Nagar Rd, Sakore Nagar, Viman Nagar, Pune, Maharashtra 411014, India",18.5595501,73.9119182,4.2,729.0,3.0,bakery,Monday: 6:30 AM – 10:00 PM | Tuesday: 6:30 AM – 10:00 PM | Wednesday: 6:30 AM – 10:00 PM | Thursday: 6:30 AM – 10:00 PM | Friday: 6:30 AM – 10:00 PM | Saturday: 6:30 AM – 10:00 PM | Sunday: 6:30 AM – 10:00 PM,OPERATIONAL,False,Bakery,Unknown
ChIJUVwdXkfBwjsRVJ_V_eYlhJk,Bawarchi Restaurant,Viman Nagar,"HW69+7X6, Pune Nagar Rd, Next to Inorbit Mall, Kargil Vijay Nagar, Wadgaon Sheri, Pune, Maharashtra 411014, India",18.5606744,73.9198996,3.7,35.0,Unknown,restaurant,,CLOSED_TEMPORARILY,True,Restaurant,Unknown
ChIJIWvRvkbBwjsRgjymg4Imc_U,"Largo Pizzeria, Viman Nagar",Viman Nagar,"Shop no 3 & 4, Faith Center, 232, New Airport Rd, behind NEXA showroom, Sakore Nagar, Viman Nagar, Pune, Maharashtra 411014, India",18.5618287,73.9072455,4.1,6197.0,2.0,meal_takeaway,,CLOSED_TEMPORARILY,False,Takeaway,Unknown
ChIJ4RaflT_BwjsRNzRHIoq_2gI,Soak,Viman Nagar,"Survey No 30/3, Weikfield IT City Infopark, Novotel Hotel, Pune Nagar Rd, Ramwadi, Viman Nagar, Pune, Maharashtra 411014, India",18.5590066,73.91138459999999,4.6,19.0,Unknown,bar,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,OPERATIONAL,True,Bar,Unknown
ChIJm1r5cEDBwjsRfQ9E1io5JTA,Bar Code - Novotel,Viman Nagar,"Novotel Hotel, Weikfield IT City Infopark,, Sakore Nagar, Viman Nagar, Nagar Road, Pune, Maharashtra 411014, India",18.5590349,73.91115280000001,4.1,15.0,Unknown,restaurant,Monday: 11:30 AM – 1:00 AM | Tuesday: 11:30 AM – 1:00 AM | Wednesday: 11:30 AM – 1:00 AM | Thursday: 11:30 AM – 1:00 AM | Friday: 11:30 AM – 1:00 AM | Saturday: 11:30 AM – 1:00 AM | Sunday: 11:30 AM – 1:00 AM,OPERATIONAL,True,Restaurant,Unknown
ChIJRSZUVo3BwjsRQgqZs0QcFUY,The Square,Viman Nagar,"City Infopark, WEIKFIELD IT CITI INFO PARK, Sakore Nagar, Viman Nagar, Pune, Maharashtra 411014, India",18.5589392,73.91122419999999,4.2,490.0,Unknown,restaurant,"Monday: 12:00 – 3:30 PM, 7:00 – 11:30 PM | Tuesday: 12:00 – 3:30 PM, 7:00 – 11:30 PM | Wednesday: 12:00 – 3:30 PM, 7:00 – 11:30 PM | Thursday: 12:00 – 3:30 PM, 7:00 – 11:30 PM | Friday: 12:00 – 3:30 PM, 7:00 – 11:30 PM | Saturday: 12:00 – 3:30 PM, 7:00 – 11:30 PM | Sunday: 12:00 – 3:30 PM, 7:00 – 11:30 PM",OPERATIONAL,True,Restaurant,Unknown
ChIJAcA26z_BwjsRmxjjj0odPjY,FUZION,Viman Nagar,"Weikfield It City Infopark, Sakore Nagar, Viman Nagar, Pune, Maharashtra 411014, India",18.5589467,73.9110141,3.8,48.0,Unknown,restaurant,Monday: 11:00 AM – 11:00 PM | Tuesday: 11:00 AM – 11:00 PM | Wednesday: 11:00 AM – 11:00 PM | Thursday: 11:00 AM – 11:00 PM | Friday: 11:00 AM – 11:00 PM | Saturday: 11:00 AM – 11:00 PM | Sunday: 11:00 AM – 11:00 PM,OPERATIONAL,True,Restaurant,Unknown
ChIJNaPu2z_BwjsR5zuIl1HN8xE,Hotel Al-Zaika,Viman Nagar,"29/B, Weikfield Chowk, opp. Haytt Hotel, Ramwadi, Wadgaon Sheri, Pune, Maharashtra 411014, India",18.5582487,73.91134989999999,3.7,1505.0,2.0,meal_delivery,Monday: 11:00 AM – 11:30 PM | Tuesday: 11:00 AM – 11:30 PM | Wednesday: 11:00 AM – 11:30 PM | Thursday: 11:00 AM – 11:30 PM | Friday: 11:00 AM – 11:30 PM | Saturday: 11:00 AM – 11:30 PM | Sunday: 11:00 AM – 11:30 PM,OPERATIONAL,False,Delivery,Unknown
ChIJ0x2NE0HBwjsRLu-ZiSrRxiU,The Irish House,Viman Nagar,"207, Viman Nagar Rd, Clover Park, Viman Nagar, Pune, Maharashtra 411014, India",18.56234,73.916513,4.4,3533.0,3.0,bar,Monday: 12:00 PM – 1:30 AM | Tuesday: 12:00 PM – 1:30 AM | Wednesday: 12:00 PM – 1:30 AM | Thursday: 12:00 PM – 1:30 AM | Friday: 12:00 PM – 1:30 AM | Saturday: 12:00 PM – 1:30 AM | Sunday: 12:00 PM – 1:30 AM,OPERATIONAL,False,Bar,Unknown
ChIJZxDFekHBwjsRySc_rGk66vk,Mad Over Donuts,Viman Nagar,"G-9 Ground Floor, Phoenix Marketcity, Mall, Pune Nagar Rd, Clover Park, Viman Nagar, Pune, Maharashtra 411014, India",18.5630932,73.9165435,3.9,388.0,2.0,bakery,Monday: 11:00 AM – 12:00 AM | Tuesday: 11:00 AM – 12:00 AM | Wednesday: 11:00 AM – 12:00 AM | Thursday: 11:00 AM – 12:00 AM | Friday: 11:00 AM – 12:00 AM | Saturday: 11:00 AM – 12:00 AM | Sunday: 11:00 AM – 12:00 AM,OPERATIONAL,False,Bakery,Unknown
ChIJr5eEDkfBwjsRY_Lnsh7nVCQ,Daiwong,Viman Nagar,"Lunkad Gardens, Shop No: 4, Central Ln, Opposite HDFC Bank, Clover Park, Viman Nagar, Pune, Maharashtra 411014, India",18.5663644,73.9143212,3.7,348.0,2.0,restaurant,Monday: 9:30 AM – 11:30 PM | Tuesday: 9:30 AM – 11:30 PM | Wednesday: 9:30 AM – 11:30 PM | Thursday: 9:30 AM – 11:30 PM | Friday: 9:30 AM – 11:30 PM | Saturday: 9:30 AM – 11:30 PM | Sunday: 9:30 AM – 11:30 PM,OPERATIONAL,False,Restaurant,Unknown
ChIJIaI5yzPBwjsRZZzzOFBG64M,Worker at Employer,Viman Nagar,"HW97+4PX, Clover Park, Viman Nagar, Pune, Maharashtra 411014, India",18.5678553,73.9143637,5.0,1.0,Unknown,restaurant,,OPERATIONAL,True,Restaurant,Unknown
ChIJJbBM89-7wjsRz9cLoohNxMs,THE ATMOS HOTEL,Hinjewadi,"S. No. 21, Plot No, 3, 2, Phase I, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Hinjavadi, Maharashtra 411057, India",18.5910727,73.7481727,4.0,1854.0,Unknown,bar,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,OPERATIONAL,True,Bar,Unknown
ChIJW-j2Y-i7wjsRsu57-v9f04o,Executive Tamanna Hotel,Hinjewadi,"Plot No. 7, Executive Tamanna Hotel, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Hinjavadi, Maharashtra 411057, India",18.5857239,73.7349426,4.0,2393.0,Unknown,bakery,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,OPERATIONAL,True,Bakery,Unknown
ChIJVVVVVcG7wjsRmftR_eAKmpA,Slounge by Lemon Tree,Hinjewadi,"Lemon Tree Hotel, Rajeev Gandhi, P-4, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Hinjavadi, Maharashtra 411057, India",18.5856404,73.7343005,4.4,9.0,Unknown,bar,Monday: 5:30 – 11:15 PM | Tuesday: 5:30 – 11:15 PM | Wednesday: 5:30 – 11:15 PM | Thursday: 5:30 – 11:15 PM | Friday: 5:30 – 11:15 PM | Saturday: 5:30 – 11:15 PM | Sunday: 5:30 – 11:15 PM,OPERATIONAL,True,Bar,Unknown
ChIJuaxHv9u7wjsRNVIqqRPM21s,Vrundavan Veg & Banquet,Hinjewadi,"opp. Beverly Hills, near Vithhal Mandir, Bhatewara Nagar, Hinjawadi, Hinjavadi, Maharashtra 411057, India",18.5962595,73.7403477,4.1,2863.0,2.0,restaurant,Monday: 11:00 AM – 11:30 PM | Tuesday: 11:00 AM – 11:30 PM | Wednesday: 11:00 AM – 11:30 PM | Thursday: 11:00 AM – 11:30 PM | Friday: 11:00 AM – 11:30 PM | Saturday: 11:00 AM – 11:30 PM | Sunday: 11:00 AM – 11:30 PM,OPERATIONAL,False,Restaurant,Unknown
ChIJ-fGv8-e7wjsRDFGSFkkXMIg,IndiFoodies,Hinjewadi,"HPQP+5WR, Hinjawadi Phase 1 Rd, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Hinjavadi, Maharashtra 411057, India",18.5879889,73.737263,3.9,7.0,Unknown,restaurant,,CLOSED_TEMPORARILY,True,Restaurant,Unknown
ChIJIZC9VcO7wjsREJNMKWKe9JU,McDonald's,Hinjewadi,"Plot No 152/3/1A, KPIT Commerce, HPCL, Hinjawadi, Pune, Hinjavadi, Maharashtra 411057, India",18.5939716,73.735748,4.2,9343.0,2.0,cafe,Monday: 10:00 AM – 10:00 PM | Tuesday: 10:00 AM – 10:00 PM | Wednesday: 10:00 AM – 10:00 PM | Thursday: 10:00 AM – 10:00 PM | Friday: 10:00 AM – 10:00 PM | Saturday: 10:00 AM – 10:00 PM | Sunday: 10:00 AM – 10:00 PM,OPERATIONAL,False,Cafe,Unknown
ChIJBwAAAMG7wjsRgnxN0XoQrHo,Aroma's Hyderabad House,Hinjewadi,"Marunji Rd, opp. KPIT Cummins, Hinjawadi, Pune, Hinjavadi, Maharashtra 411057, India",18.5940862,73.7340267,4.0,9069.0,2.0,restaurant,"Monday: 11:30 AM – 4:00 PM, 6:30 – 11:00 PM | Tuesday: 11:30 AM – 4:00 PM, 6:30 – 11:00 PM | Wednesday: 11:30 AM – 4:00 PM, 6:30 – 11:00 PM | Thursday: 11:30 AM – 4:00 PM, 6:30 – 11:00 PM | Friday: 11:30 AM – 4:00 PM, 6:30 – 11:00 PM | Saturday: 11:30 AM – 4:00 PM, 6:30 – 11:00 PM | Sunday: 11:30 AM – 4:00 PM, 6:30 – 11:00 PM",OPERATIONAL,False,Restaurant,Unknown
ChIJvYKOxOe7wjsRM6dUqFVqpBs,Indian Thali House,Hinjewadi,"Plot no P 23/4, near Hyatt place, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Hinjavadi, Maharashtra 411057, India",18.5863842,73.73613329999999,4.3,2053.0,1.0,restaurant,Monday: 11:00 AM – 11:00 PM | Tuesday: 11:00 AM – 11:00 PM | Wednesday: 11:00 AM – 11:00 PM | Thursday: 11:00 AM – 11:00 PM | Friday: 11:00 AM – 11:00 PM | Saturday: 11:00 AM – 11:00 PM | Sunday: 11:00 AM – 11:00 PM,OPERATIONAL,False,Restaurant,Unknown
ChIJVVVF1ue7wjsRptI8ZdoXDKQ,24/7 Gallery Cafe - Hyatt Place,Hinjewadi,"Hyatt Place Pune, Rajiv Gandhi Infotech Park, Phase 1, Hinjewadi, Pune, Hinjewadi, North Pune, Hinjawadi Phase 1 Rd, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Hinjavadi, Maharashtra 411057, India",18.5860609,73.7361079,4.1,439.0,Unknown,cafe,Monday: 7:00 AM – 10:00 PM | Tuesday: 7:00 AM – 10:00 PM | Wednesday: 7:00 AM – 10:00 PM | Thursday: 7:00 AM – 10:00 PM | Friday: 7:00 AM – 10:00 PM | Saturday: 7:00 AM – 10:00 PM | Sunday: 7:00 AM – 10:00 PM,OPERATIONAL,True,Cafe,Cafe
ChIJw26c87m7wjsR4VqAy2hcUmg,Buzz,Hinjewadi,"Vivanta Pune, Hinjawadi Xion Complex, Hinjewadi - Wakad Rd, Hinjawadi, Pune, Hinjavadi, Maharashtra 411057, India",18.5920286,73.74520319999999,4.0,221.0,3.0,restaurant,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,OPERATIONAL,False,Restaurant,Unknown
ChIJL0vBXui7wjsROTe_W9wsaFY,Citrus Cafe by Lemon Tree,Hinjewadi,"LEMON TREE HOTEL, Hinjawadi Phase 1 Rd, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pimpri-Chinchwad, Pune, Maharashtra 411057, India",18.5856528,73.7343987,4.1,296.0,2.0,cafe,Monday: 7:00 AM – 10:00 PM | Tuesday: 7:00 AM – 10:00 PM | Wednesday: 7:00 AM – 10:00 PM | Thursday: 7:00 AM – 10:00 PM | Friday: 7:00 AM – 10:00 PM | Saturday: 7:00 AM – 10:00 PM | Sunday: 7:00 AM – 10:00 PM,OPERATIONAL,False,Cafe,Cafe
ChIJ07vWdt-7wjsR2V7UT4lXv3I,CHAAT BAZAAR,Hinjewadi,"XION MALL 1st floor, shop no.4, Hinjewadi, behind D Mart Hinjawadi, Hinjawadi, Pune, Hinjavadi, Maharashtra 411057, India",18.592544,73.746847,3.9,10.0,2.0,restaurant,Monday: 11:00 AM – 11:00 PM | Tuesday: 11:00 AM – 11:00 PM | Wednesday: 11:00 AM – 11:00 PM | Thursday: 11:00 AM – 11:00 PM | Friday: 11:00 AM – 11:00 PM | Saturday: 11:00 AM – 11:00 PM | Sunday: 11:00 AM – 11:00 PM,OPERATIONAL,False,Restaurant,Unknown
ChIJJZ3S3-e7wjsRZMuiGNm0K4g,Vibe Bar & Grill,Hinjewadi,"S. No. 19 & 20, Hinjawadi, Pune, Hinjavadi, Maharashtra 411057, India",18.5916371,73.7469577,4.1,414.0,4.0,bar,Monday: 6:00 PM – 11:30 AM | Tuesday: 6:00 – 11:30 PM | Wednesday: 6:00 – 11:30 PM | Thursday: 6:00 – 11:30 PM | Friday: 6:00 – 11:30 PM | Saturday: 6:00 – 11:30 PM | Sunday: 6:00 – 11:30 PM,OPERATIONAL,False,Bar,Unknown
ChIJZe7xh9m7wjsR8qIVJ9ZgxVA,BottomsUp Nx Family Resto and Lounge,Hinjewadi,"Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Hinjavadi, Maharashtra 411057, India",18.5975674,73.7339251,4.1,1151.0,2.0,bar,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,OPERATIONAL,False,Bar,Unknown
ChIJKemVmuW7wjsRiPKBTG41S20,Café Coffee Day - Inside Cognizant,Hinjewadi,"Inside Cognizant, 26, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Midc, Pune, Hinjavadi, Maharashtra 411057, India",18.5840621,73.7340945,4.0,55.0,2.0,cafe,,CLOSED_TEMPORARILY,False,Cafe,Cafe
ChIJbVurIWC5wjsRLyY2qHeFZaE,Latium Bar & Kitchen,Hinjewadi,"The Atmos Hotel, S. No. 21, Plot No. 3/2, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Hinjavadi, Maharashtra 411057, India",18.5913876,73.7478505,3.9,183.0,Unknown,restaurant,Monday: 7:00 AM – 11:30 PM | Tuesday: 7:00 AM – 11:30 PM | Wednesday: 7:00 AM – 11:30 PM | Thursday: 7:00 AM – 11:30 PM | Friday: 7:00 AM – 11:30 PM | Saturday: 7:00 AM – 11:30 PM | Sunday: 7:00 AM – 11:30 PM,OPERATIONAL,True,Restaurant,Unknown
ChIJkX1wHGC5wjsR0slOeTVu7EI,"Domino's Pizza | Hinjawadi Village, Pune",Hinjewadi,"Suratwala Mark Plazza, Showroom Number 1, Ground Floor Survey no. 28/1 28/4, 28/5, 28/6 Taluka Mulshi Road, Hinjawadi, Pune, Hinjavadi, Maharashtra 411057, India",18.5904359,73.74817709999999,3.8,5526.0,2.0,meal_delivery,Monday: 11:00 AM – 3:00 AM | Tuesday: 11:00 AM – 3:00 AM | Wednesday: 11:00 AM – 3:00 AM | Thursday: 11:00 AM – 3:00 AM | Friday: 11:00 AM – 3:00 AM | Saturday: 11:00 AM – 3:00 AM | Sunday: 11:00 AM – 3:00 AM,OPERATIONAL,False,Delivery,Italian
ChIJW8f_1-u7wjsRzUCIYxhQUZs,Spice Nation,Hinjewadi,"Survey No. 220, Rajiv Gandhi Hinjawadi IT Park, Maan Rd, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Hinjavadi, Maharashtra 411057, India",18.5842654,73.73012750000001,4.3,1355.0,Unknown,bar,Monday: 8:30 AM – 11:30 PM | Tuesday: 11:00 AM – 11:00 PM | Wednesday: 11:00 AM – 11:00 PM | Thursday: 11:00 AM – 11:00 PM | Friday: 11:00 AM – 11:00 PM | Saturday: 11:00 AM – 11:00 PM | Sunday: 11:00 AM – 11:00 PM,OPERATIONAL,True,Bar,Unknown
ChIJzz3yj9u7wjsRQKyKiKx71lI,झक्कास,Hinjewadi,"30, Nr HDFC Bank, Township, opp. Quibix SEZ, Blue Ridge, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Hinjavadi, Maharashtra 411057, India",18.5802887,73.7359422,3.7,723.0,1.0,restaurant,Monday: 7:30 AM – 11:00 PM | Tuesday: 7:30 AM – 11:00 PM | Wednesday: 7:30 AM – 11:00 PM | Thursday: 7:30 AM – 11:00 PM | Friday: 7:30 AM – 11:00 PM | Saturday: 7:30 AM – 11:00 PM | Sunday: 7:30 AM – 11:00 PM,OPERATIONAL,False,Restaurant,Unknown
ChIJ2yKIfuW7wjsR3mMzVmTNNpk,Subway Blue Ridge,Hinjewadi,"Shop #5, Bldg B2, Blue Ridge Township, Blue Ridge, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Hinjavadi, Maharashtra 411057, India",18.5800203,73.73714009999999,3.8,1107.0,2.0,cafe,Monday: 7:00 AM – 2:00 AM | Tuesday: 7:00 AM – 2:00 AM | Wednesday: 7:00 AM – 2:00 AM | Thursday: 7:00 AM – 2:00 AM | Friday: 7:00 AM – 2:00 AM | Saturday: 7:00 AM – 2:00 AM | Sunday: 7:00 AM – 2:00 AM,OPERATIONAL,False,Cafe,Unknown
ChIJm2Gmn8S7wjsRc9A4KH_34L4,Ghar Ka Khana - Since2005 {Family Restaurant} Hinjawadi,Hinjewadi,"Shop numer 21 & 22, ShreeNath Krupa Complex, Hinjawadi Phase 2 Rd, opposite Bank of Maharashtra, in front of Maruti Suzuki showroom, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Hinjavadi, Maharashtra 411057, India",18.5943802,73.7313133,3.8,1600.0,2.0,restaurant,"Monday: 11:30 AM – 4:00 PM, 7:00 – 11:30 PM | Tuesday: 11:30 AM – 4:00 PM, 7:00 – 11:30 PM | Wednesday: 11:30 AM – 4:00 PM, 7:00 – 11:30 PM | Thursday: 11:30 AM – 4:00 PM, 7:00 – 11:30 PM | Friday: 11:30 AM – 4:00 PM, 7:00 – 11:30 PM | Saturday: 11:30 AM – 4:00 PM, 7:00 – 11:30 PM | Sunday: 11:30 AM – 4:00 PM, 7:00 – 11:30 PM",OPERATIONAL,False,Restaurant,Unknown
ChIJedInb967wjsRe4qHHeOco_M,"Pizza Hut | Global High Street Mall, Hinjewadi",Hinjewadi,"3rd Flr, Global Hi Street Mall, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Hinjavadi, Maharashtra 411057, India",18.5943977,73.7254504,3.9,1734.0,2.0,meal_delivery,Monday: 11:00 AM – 11:00 PM | Tuesday: 11:00 AM – 11:00 PM | Wednesday: 11:00 AM – 11:00 PM | Thursday: 11:00 AM – 11:00 PM | Friday: 11:00 AM – 11:00 PM | Saturday: 11:00 AM – 11:00 PM | Sunday: 11:00 AM – 11:00 PM,OPERATIONAL,False,Delivery,Italian
ChIJBQFWrte7wjsRDKec-eC01iQ,Hotel Laxmi,Hinjewadi,"121/2, Mumbai Pune By Pass Hinsewadi Wakad Pimpri-Chinchwad, Bhagwan Nagar, Bhumkar Nagar, Wakad, Pune, Pimpri-Chinchwad, Maharashtra 411033, India",18.6031564,73.74536719999999,3.6,73.0,Unknown,restaurant,Monday: 11:00 AM – 11:00 PM | Tuesday: 11:00 AM – 11:00 PM | Wednesday: 11:00 AM – 11:00 PM | Thursday: 11:00 AM – 11:00 PM | Friday: 11:00 AM – 11:00 PM | Saturday: 11:00 AM – 11:00 PM | Sunday: 11:00 AM – 12:00 AM,OPERATIONAL,True,Restaurant,Unknown
ChIJccsQusS7wjsRy9Xsq5I12ZY,Mezza 9 Family Fine Dine Restaurant& Banquets,Hinjewadi,"Opposite KPIT Cummins, IT Park, Phase 1, Hinjawadi, Pune, Hinjavadi, Maharashtra 411057, India",18.5942076,73.7348019,4.1,19128.0,3.0,bar,Monday: 11:00 AM – 1:00 AM | Tuesday: 11:00 AM – 1:00 AM | Wednesday: 11:00 AM – 1:00 AM | Thursday: 11:00 AM – 1:00 AM | Friday: 11:00 AM – 1:00 AM | Saturday: 11:00 AM – 1:00 AM | Sunday: 11:00 AM – 1:00 AM,OPERATIONAL,False,Bar,Unknown
